PFR,Accession,P-score,E-value,C-score,% Cleavages,Proteoform Level,Q-value,Mono Mass,Avg Mass
1029,Q86Y39-1,6E-61,9.2E-54,1147,27%,1,5.6E-34,14711.5,14720.89
5692689,P10916,2.2E-60,3.4E-53,1351,25%,1,1.3E-33,18688.38,18700.18
12372,P56378-1,3E-60,4.6E-53,676.3,51%,1,1.5E-33,6657.59,6662.04
1210,P62857,3.2E-60,4.9E-53,621.5,35%,1,1.6E-33,7878.21,7883.07
1017,P31949,7.3E-60,1.1E-52,3.01,29%,4,2.6E-33,11643.8,11651.29
69231,P68871,1.7E-59,2.6E-52,19.86,30%,4,4.6E-33,15937.22,15947.2
1108,P48047,3.1E-59,4.7E-52,1106,21%,1,6.7E-33,20862.41,20875.49
6971,P0DP23,6.2E-59,9.4E-52,11.79,25%,4,1E-32,16779.85,16790.52
16102,P68871,1E-58,1.5E-51,30.18,26%,4,1.4E-32,15928.25,15938.26
5978,O43674-1,5.6E-57,8.5E-50,1031,25%,1,1.8E-31,16990.91,17001.59
639020,P23297,1E-56,1.6E-49,1664,36%,1,2.7E-31,10450.11,10456.66
16034,P68871,2.9E-56,4.4E-49,343.2,29%,1,5.2E-31,15941.27,15951.3
1464,P62328,4E-56,6.1E-49,13.25,67%,4,6.3E-31,4960.49,4963.5
12550,Q9Y5U8,6.3E-56,9.6E-49,878.3,33%,1,8.3E-31,12250.23,12258.34
14919,P09669,6.7E-56,1E-48,742.5,34%,1,8.5E-31,8644.65,8650.24
2458,Q5XKP0,7E-56,1.1E-48,888.3,36%,1,8.7E-31,12947.72,12956.06
1375,P30086,3.7E-55,5.6E-48,646.8,23%,1,2.5E-30,20912.63,20925.59
12391,P56381,8.7E-55,1.3E-47,178.9,61%,1,4.3E-30,5687.08,5690.61
5699836,P08590,9.2E-55,1.4E-47,915.1,20%,1,4.4E-30,21828.93,21842.95
14924,O75438-1,9.4E-55,1.4E-47,736.5,43%,1,4.4E-30,6825.6,6830.01
1439,P07737,1E-54,1.6E-47,785,29%,1,4.6E-30,14955.53,14965.08
1082,Q99497,1.6E-54,2.4E-47,552.5,21%,1,6E-30,19789.46,19801.9
4981098,P10599-1,2.7E-54,4E-47,221.6,32%,1,8.3E-30,11596.69,11604.28
1862,P14174,3.9E-54,5.9E-47,1374,29%,1,1E-29,12337.18,12345.11
5695562,P10916,5.6E-54,8.5E-47,137.2,24%,1,1.3E-29,18768.35,18780.16
5052317,P35754,5.7E-54,8.6E-47,238.6,30%,1,1.3E-29,11677.13,11684.57
1321,Q9UII2-1,7.1E-54,1.1E-46,780,36%,1,1.5E-29,9510.87,9516.56
6975,P0DP23,2.6E-53,4E-46,22.62,22%,4,3.4E-29,16779.81,16790.47
69232,P68871,5.1E-53,7.7E-46,24.24,28%,4,5.2E-29,15937.22,15947.2
1277,O75947-1,5.9E-53,9E-46,567.4,19%,1,5.7E-29,18390.47,18402.06
15300,P47985,9E-53,1.4E-45,1343,39%,1,7.4E-29,8090.42,8095.47
5058830,P14854,9.5E-53,1.4E-45,142.7,42%,1,7.5E-29,10094.67,10101.22
16425,P56381,2.7E-118,1.1E-110,868.2,85%,1,7.7E-29,5311.9,18.02
1036,P06454-2,1.4E-52,2.2E-45,20.44,31%,4,9.8E-29,11977.9,11984.69
5058833,P14854,1.3E-51,2E-44,266.6,29%,1,4.1E-28,10094.67,10101.22
1409,P14927-1,2.2E-51,3.4E-44,147.9,27%,1,5.6E-28,13432.95,13441.3
4905952,P0DP25,2.2E-51,3.3E-44,3.176,20%,4,5.7E-28,16779.85,16790.52
12709,O95298-1,3.1E-51,4.7E-44,640.5,25%,1,6.9E-28,14220.43,14229.56
224528,P07108-3,3.2E-51,4.9E-44,57.47,40%,1,7E-28,10049.06,10055.43
19803,O75964,3.4E-51,5.2E-44,23.35,27%,4,7.2E-28,11374.22,11381.36
1335,Q16778,4.2E-51,6.4E-44,147.1,31%,1,8.1E-28,13780.53,13788.97
2073,O75964,4.4E-51,6.6E-44,2.933,29%,4,8.2E-28,11374.22,11381.36
1215,P06703,6.9E-51,1.1E-43,189.3,25%,1,1.1E-27,10084.31,10090.59
74913,P69905,1.5E-50,2.3E-43,32.75,24%,4,1.8E-27,15188.87,15198.38
1033,P62805,3E-50,4.6E-43,85.87,26%,1,2.8E-27,11299.38,11306.24
15969,P68871,4.6E-50,7E-43,228.5,31%,1,3.6E-27,15871.23,15881.2
14926,Q96IX5,1.5E-49,2.3E-42,1064,46%,1,7.7E-27,6322.33,6326.38
16605,P69905,1.9E-49,2.8E-42,35.97,25%,4,8.7E-27,15158.9,15168.4
1631,Q9H299,1.9E-49,2.8E-42,949,29%,1,8.8E-27,10342.23,10348.56
15901,P69905,2.3E-49,3.5E-42,533.1,27%,1,9.8E-27,15146.86,15156.34
5052322,P35754,4E-49,6.2E-42,526.3,26%,1,1.4E-26,11675.12,11682.55
1676,O75964,5.2E-49,7.8E-42,102.2,31%,1,1.7E-26,11374.22,11381.36
14934,Q9Y241-1,6.7E-49,1E-41,794.5,30%,1,2E-26,10047.21,10053.76
21340,O14558,7.5E-49,1.1E-41,1012,19%,1,2.1E-26,17166.99,17177.64
14971,O95168-1,8.1E-49,1.2E-41,565.8,23%,1,2.2E-26,15110.04,15119.44
21417,P14621,8.4E-49,1.3E-41,521.7,26%,1,2.2E-26,11043.54,11050.41
74906,P68871,8.7E-49,1.3E-41,12.76,22%,4,2.2E-26,16021.24,16031.28
588261,P05496,1.1E-48,1.6E-41,1121,34%,1,2.5E-26,7645.03,7650.1
1386,Q93077,2.2E-48,3.3E-41,463.8,26%,1,4E-26,14007.91,14016.32
35871,Q9UII2-1,4.4E-108,1.8E-100,850.2,80%,1,4.8E-26,5827.18,18.02
6976,P56385,1.8E-47,2.8E-40,732.6,43%,1,1.6E-25,7928.33,7933.21
1001,P49773,4.2E-47,6.5E-40,116.5,26%,1,2.7E-25,13704.06,13712.76
1489,P13073,7E-47,1.1E-39,683.7,26%,1,3.7E-25,17188.72,17199.8
16363,P0CG47,4.8E-104,2E-96,0.9691,62%,4,6.3E-25,8445.57,18.02
1092,P62805,2.6E-46,4E-39,35.28,25%,4,8.6E-25,11341.39,11348.28
5692639,P02144,2.7E-103,1.1E-95,807.1,60%,1,9.8E-25,7132.62,18.02
5054340,P10916,6.4E-46,9.7E-39,74,19%,1,1.5E-24,18769.33,18.02
325920,P02511,1.1E-45,1.7E-38,655.3,18%,1,2.1E-24,20188.43,20200.95
1435,P30046-1,1.1E-45,1.7E-38,668.8,24%,1,2.1E-24,12572.62,12580.57
155984,P23297,1.2E-45,1.8E-38,1405,29%,1,2.2E-24,10408.1,10414.62
259001,P68871,1.6E-45,2.5E-38,1.249,25%,4,2.7E-24,16008.22,16018.24
70242,P68871,1.6E-45,2.5E-38,36.01,25%,4,2.7E-24,16017.18,16027.18
4930617,Q99497,1.9E-45,2.9E-38,478.2,17%,1,2.9E-24,19821.45,19833.9
516532,P26678,2E-45,3E-38,3.01,51%,4,3E-24,6226.37,6230.6
12367,O95182,2.9E-45,4.4E-38,534.3,26%,1,3.8E-24,12454.6,12462.25
16018,P68871,5.7E-45,8.7E-38,280.3,25%,1,5.8E-24,15970.26,15980.3
214993,P63316,7.4E-45,1.1E-37,1108,15%,1,6.8E-24,18512.52,18524.53
1505,O43678-1,8E-45,1.2E-37,419.5,27%,1,7.1E-24,10825.75,10832.41
1078,P60174-1,1E-44,1.6E-37,621.9,11%,1,8.3E-24,26521.7,26538.3
4996534,P60174-1,1E-44,1.6E-37,539.2,11%,1,8.3E-24,26535.72,26552.33
16110,P69905,4.3E-100,1.8E-92,890.8,72%,1,8.7E-24,6647.62,18.02
2113,Q16777,1.3E-44,2E-37,755,23%,1,9.5E-24,13890.81,13899.22
199612,Q9UII2-1,1.6E-99,6.8E-92,863.6,74%,1,1.2E-23,5974.25,18.02
1046,P63173,1.9E-44,2.9E-37,864.8,32%,1,1.2E-23,8081.69,8086.7
5692643,P10916,6.6E-99,2.7E-91,791.9,64%,1,1.7E-23,5876.94,18.02
1006,P05204,3.6E-44,5.5E-37,595.8,33%,1,1.8E-23,9256.02,9261.48
60223,P26678,4.1E-44,6.2E-37,1843,51%,1,1.9E-23,6306.33,6310.58
1143,P04792,5.9E-44,9E-37,12.74,20%,4,2.5E-23,22759.43,22773.35
6058,P62805,8.9E-44,1.4E-36,59.02,21%,1,3.2E-23,11299.38,11306.25
165294,Q02221,9.6E-44,1.5E-36,739.1,29%,1,3.3E-23,9489.84,9495.73
1088,P04792,9.7E-44,1.5E-36,365.7,17%,1,3.3E-23,22679.46,22693.37
69380,Q9UDW1-1,3.6E-97,1.5E-89,1103,64%,1,5.1E-23,6959.67,18.02
5695554,P09493-1,5.9E-97,2.4E-89,753.3,63%,1,5.4E-23,6990.6,18.02
1069,Q6FI13,2.2E-43,3.3E-36,492.2,24%,1,5.6E-23,13997.86,14006.34
15161,Q9NRQ5,3.1E-43,4.7E-36,1674,38%,1,7E-23,6775.87,6780.14
169497,P68871,3.6E-43,5.5E-36,1.249,23%,4,7.6E-23,15979.23,15989.24
48244,P26678,3.9E-43,5.9E-36,1645,53%,1,8E-23,6146.4,6150.62
73240,P68871,5.7E-43,8.7E-36,43.63,23%,1,1E-22,16017.18,16027.18
258981,P68871,1.8E-42,2.8E-35,3.006,23%,4,2.1E-22,16050.23,16060.28
1331,P07919,3.3E-42,5E-35,817.3,36%,1,3.1E-22,9240.28,9246.09
1015,P61769,3.5E-42,5.3E-35,415,29%,1,3.2E-22,11723.79,11731.17
1147,P04792,4.5E-42,6.8E-35,1.755,19%,4,3.8E-22,22759.43,22773.35
1128,Q9NR28-1,5.1E-42,7.8E-35,785.1,15%,1,4.1E-22,20752.38,20765.16
5691146,Q96HC4-2,1.1E-93,4.5E-86,603.8,68%,1,4.5E-22,5878.1,18.02
1050,P32119-1,1.1E-41,1.7E-34,581.4,17%,1,6.8E-22,21789.21,21802.77
4779,P24539,1.3E-41,1.9E-34,470.3,17%,1,7.2E-22,24610,24625.61
17751,Q9UDW1-1,7.5E-93,3.1E-85,689.3,60%,1,7.9E-22,7101.75,18.02
593911,Q9UII2-1,8.9E-93,3.7E-85,718.2,73%,1,8E-22,5671.08,18.02
96859,P68871,2.4E-41,3.7E-34,3.01,22%,4,1.1E-21,15966.21,15976.2
523134,Q9UII2-1,3.7E-92,1.5E-84,801,84%,1,1.2E-21,4858.66,18.02
1936,P52758,2.7E-41,4.2E-34,843.2,22%,1,1.2E-21,14395.58,14404.53
2463,P05109,3.3E-41,5E-34,575.7,35%,1,1.3E-21,10827.65,10834.51
6994,P62805,3.5E-41,5.2E-34,3.01,19%,4,1.3E-21,11341.39,11348.28
17469,P69905,3.6E-41,5.5E-34,400.5,21%,1,1.4E-21,15200.91,15210.44
2628,P51397,7.6E-41,1.2E-33,130.6,24%,1,2.2E-21,11068.63,11075.42
18789,Q8NCU8-2,9.4E-41,1.4E-33,799.3,39%,1,2.5E-21,6391.61,6395.47
162597,P04792,3.7E-40,5.6E-33,1.74,15%,4,6E-21,22839.4,22853.33
6973,P20962,1.7E-89,7E-82,3.01,41%,4,7.2E-21,11434.16,18.02
258978,P68871,6.5E-40,9.8E-33,1.318,20%,4,8.6E-21,15979.23,15989.24
259092,P69905,9.3E-40,1.4E-32,36.61,23%,4,1.1E-20,15196.85,15206.34
69233,P68871,1E-39,1.6E-32,26.12,23%,4,1.2E-20,16008.22,16018.24
3700,Q9Y2R0,1.1E-39,1.7E-32,799.7,20%,1,1.2E-20,11635.1,11642.14
1293,P62807,1.7E-39,2.7E-32,102.9,26%,1,1.6E-20,13766.52,13774.95
7147,Q16778,2.1E-39,3.2E-32,74.73,23%,1,1.8E-20,13822.54,13831.01
5692642,P12883,6.9E-88,2.9E-80,501.7,70%,1,2.2E-20,5050.62,18.02
14970,P48201,3.1E-39,4.8E-32,933.4,23%,1,2.3E-20,7675.01,7680.08
5711420,P02144,1E-87,4.3E-80,919.6,45%,1,2.4E-20,8741.56,18.02
74910,P69905,5E-39,7.6E-32,59.83,22%,1,3.1E-20,15158.9,15168.4
1224,P61088,5.3E-39,8E-32,497.3,19%,1,3.1E-20,17037.94,17048.67
70259,P68871,5.8E-39,8.9E-32,133.7,19%,1,3.3E-20,16097.15,16107.16
5696949,P10916,7.9E-39,1.2E-31,49.37,18%,1,4.1E-20,18768.35,18780.16
5043697,P30049,1.2E-38,1.8E-31,1325,15%,1,5.2E-20,14968.69,14977.85
5691147,P12883,1.9E-86,7.6E-79,581,55%,1,5.4E-20,6996.57,18.02
4945204,P0DP24,1.3E-38,1.9E-31,36.08,19%,4,5.4E-20,16762.82,16773.49
69237,P68871,1.4E-38,2.1E-31,15.15,22%,4,5.6E-20,15937.22,15947.2
156090,O14558,1.4E-38,2.2E-31,2133,18%,1,5.8E-20,17246.95,17257.62
224862,P69905,1.6E-38,2.5E-31,41.79,23%,1,6.3E-20,15276.82,15286.32
5694152,P19429,5.8E-86,2.4E-78,569.7,74%,1,7.4E-20,5097.65,18.02
224565,Q9Y2S6,8.7E-86,3.6E-78,742.6,57%,1,8.1E-20,6572.66,18.02
16313,Q71UI9,2.8E-38,4.3E-31,547.6,21%,1,8.8E-20,13369.49,13377.49
12807,P07919,3E-38,4.6E-31,9.198,34%,4,9.1E-20,9239.3,9245.11
1332,P04179-1,3.4E-38,5.1E-31,501.4,13%,1,9.8E-20,22190.24,22204.14
5707451,P08590,3.5E-38,5.4E-31,0.9691,10%,4,1E-19,21889.86,21903.89
53596,P02671-1,2.1E-85,8.9E-78,1086,66%,1,1E-19,5900.7,18.02
7903,P04792,3.6E-38,5.5E-31,0.7918,15%,4,1E-19,22839.4,22853.33
1089,Q99584,3.7E-38,5.7E-31,843.5,30%,1,1E-19,11375.06,11382.04
272080,P68871,3.9E-38,5.9E-31,10.16,22%,4,1E-19,16046.17,16056.18
1223,P04792,4.7E-38,7.2E-31,1.249,14%,4,1.2E-19,22801.44,22815.39
17776,P69905,6.7E-85,2.8E-77,791.9,76%,1,1.3E-19,5104.79,18.02
69388,O43677,6.6E-85,2.7E-77,684.5,69%,1,1.4E-19,5495.95,18.02
1242,P02792,6.1E-38,9.2E-31,571.2,16%,1,1.4E-19,19918.07,19930.52
5699839,P10916,1E-37,1.6E-30,358.9,19%,1,1.9E-19,18768.35,18780.16
5701606,P08590,1.2E-37,1.8E-30,558.3,15%,1,2.1E-19,21809.89,21823.91
2421,Q16718-1,1.5E-37,2.3E-30,73.28,26%,1,2.5E-19,13361.14,13369.54
2299,P62805,2.1E-37,3.3E-30,31.61,23%,4,3.1E-19,11299.38,11306.24
5692649,P12883,1.4E-83,5.9E-76,798.9,47%,1,3.2E-19,7722.01,18.02
8329,P58876,2.6E-37,4E-30,495,23%,1,3.5E-19,13838.54,13847.01
2087,P62805,8.3E-37,1.3E-29,10.27,24%,4,7.3E-19,11341.39,11348.28
74008,P0DJI8,9.5E-37,1.4E-29,624.4,18%,1,7.9E-19,11675.49,11682.7
259006,P68871,1.1E-36,1.6E-29,2.921,21%,4,8.5E-19,16008.22,16018.24
5692667,P12883,4.3E-82,1.8E-74,743.4,43%,1,8.7E-19,8446.43,18.02
69009,P69905,1.5E-36,2.2E-29,322.2,22%,1,1E-18,15277.9,15287.53
12856,Q9Y6H1,1.9E-36,2.9E-29,986.6,17%,1,1.2E-18,15371.66,15381.38
4952577,P05413,2.1E-36,3.3E-29,35.48,22%,4,1.3E-18,14797.65,14806.82
2003,Q9NX14-1,2.9E-36,4.4E-29,1234,20%,1,1.6E-18,14301.02,14310.04
4933455,P68871,2.9E-36,4.5E-29,64.79,21%,1,1.6E-18,15915.18,15925.14
3245,P00441,3.3E-36,5.1E-29,465.1,21%,1,1.7E-18,15836.87,15846.59
1207,O75489-1,4.5E-36,6.8E-29,392.7,13%,1,2E-18,26398.5,26414.92
258993,P68871,4.9E-36,7.5E-29,15.09,20%,4,2.2E-18,15966.21,15976.2
1132,P04792,4.9E-36,7.5E-29,268.9,16%,1,2.2E-18,22721.47,22735.41
53420,P04792,6.4E-36,9.7E-29,2.817,15%,4,2.5E-18,22759.43,22773.35
13303,O95298-1,8.6E-36,1.3E-28,311.9,20%,1,3.1E-18,14206.41,14215.53
16260,P0CG47,4.2E-80,1.7E-72,0.9691,60%,4,3.3E-18,6527.49,18.02
224694,P68871,1.2E-35,1.8E-28,3.01,21%,4,3.7E-18,16021.24,16031.28
22280,Q93077,1.2E-35,1.8E-28,343.6,18%,1,3.7E-18,14021.92,14030.35
4894175,P68871,2E-35,3E-28,37.17,21%,4,5.1E-18,15906.22,15916.2
54241,P60174-1,2.1E-35,3.2E-28,1.762,10%,4,5.4E-18,26566.69,26583.3
5002514,P04792,2.2E-35,3.3E-28,0.5799,12%,4,5.4E-18,22839.4,22853.33
271089,P07108-1,3.4E-35,5.2E-28,3.01,26%,4,7.3E-18,9991,9997.31
39252,P68871,3.9E-35,6E-28,377.8,14%,1,7.9E-18,15960.26,15970.35
5002455,P04792,5.6E-35,8.6E-28,0.7918,13%,4,9.9E-18,22759.43,22773.35
5692645,P12883,2.4E-78,9.9E-71,594.6,66%,1,1.1E-17,5151.67,18.02
74901,P68871,6.8E-35,1E-27,4.648,21%,4,1.1E-17,16008.22,16018.24
5537222,Q9UII2-1,4.6E-78,1.9E-70,632.8,80%,1,1.3E-17,4603.5,18.02
589063,P20674,8.8E-35,1.3E-27,226.1,27%,1,1.3E-17,12524.36,18.02
4894176,P68871,1E-34,1.5E-27,25.72,21%,4,1.4E-17,15877.23,15887.2
1144,P0C0S5,1.4E-34,2.1E-27,924.6,19%,1,1.7E-17,13413.51,13421.55
12393,P14927-1,1.4E-34,2.2E-27,63.16,17%,1,1.8E-17,13432.95,13441.3
74902,P68871,1.6E-34,2.4E-27,0.7918,18%,4,1.9E-17,16059.19,16069.22
70221,P69905,3E-34,4.5E-27,26.29,21%,4,2.8E-17,15188.87,18.02
5692647,Q9UII2-1,1.1E-76,4.4E-69,679.2,78%,1,3.2E-17,4716.59,18.02
2374,P49773,3.5E-35,1.4E-27,3.004,19%,4,3.2E-17,13704.06,13712.76
4933978,P68871,3.8E-34,5.8E-27,25.16,19%,4,3.3E-17,15877.23,15887.2
4173,P30043,4.1E-34,6.2E-27,559.4,13%,1,3.4E-17,21974.39,21988.16
5692646,Q9UII2-1,1.7E-76,6.9E-69,701.1,79%,1,3.6E-17,4971.75,18.02
13851,Q99497,5E-34,7.5E-27,317.9,14%,1,3.8E-17,19773.43,19785.86
5733910,P19429,5.1E-34,7.7E-27,162.7,12%,1,3.8E-17,23903.79,23918.39
1330,P58876,5.7E-34,8.6E-27,308.3,23%,1,4.1E-17,13796.53,13804.97
5698197,P26678,1.1E-33,1.6E-26,1438,39%,1,6.2E-17,6384.63,6389.03
15302,P47985,1.2E-33,1.8E-26,527.2,13%,1,6.6E-17,21602.97,21616.58
5704543,P08590,1.2E-33,1.8E-26,17.29,11%,4,6.6E-17,21836.88,21850.87
4930656,Q99497,1.2E-33,1.8E-26,132.1,13%,1,6.6E-17,19805.42,19817.86
5692666,Q9UII2-1,2.2E-75,9.1E-68,682.3,57%,1,7.5E-17,7164.78,18.02
5692679,P12883,2.6E-75,1.1E-67,730.6,45%,1,7.6E-17,8290.33,18.02
325519,Q9Y2S6,3.5E-75,1.4E-67,658,56%,1,8.2E-17,6444.56,18.02
1810,P09382,1.8E-33,2.7E-26,155.4,20%,1,8.3E-17,14617.17,14626.55
443316,P84243,1.8E-33,2.7E-26,0.5656,18%,4,8.3E-17,15271.56,15280.88
7122,P84243,1.8E-33,2.7E-26,0.5313,18%,4,8.3E-17,15243.52,15252.83
424927,P84243,1.8E-33,2.7E-26,4.372,18%,4,8.4E-17,15257.54,15266.85
2657,P00568,2E-33,3E-26,502,15%,1,8.9E-17,21663.32,21676.88
5692662,P10916,4.9E-75,2E-67,854.4,33%,1,8.9E-17,12682.38,18.02
4933452,P68871,2.1E-33,3.2E-26,6.588,19%,4,9E-17,15957.19,15967.18
4894696,P68871,2.1E-33,3.2E-26,10.02,19%,4,9.1E-17,15948.23,15958.24
5692652,Q9UII2-1,6E-75,2.5E-67,478.1,73%,1,9.3E-17,4347.31,18.02
346352,P69905,2.3E-33,3.5E-26,0.799,16%,4,9.7E-17,15276.82,15286.32
5710018,O75380,7.6E-75,3.1E-67,676.9,66%,1,9.8E-17,6131.02,18.02
5692664,P12883,8E-75,3.3E-67,897.7,43%,1,9.8E-17,8049.19,18.02
3974396,Q9UII2-1,8.5E-75,3.5E-67,502.7,81%,1,9.9E-17,4787.62,18.02
5692640,P12883,1E-74,4.3E-67,749,50%,1,1E-16,7237.75,18.02
15018,O43181,2.7E-33,4.1E-26,468.5,23%,1,1.1E-16,15375.77,15385.33
7480,P62805,3.1E-33,4.7E-26,32.63,19%,4,1.1E-16,11313.4,11320.27
17239,P56381,3.6E-33,5.4E-26,228.7,40%,1,1.3E-16,5716.05,5719.73
4894438,P68871,3.8E-33,5.7E-26,44.59,19%,1,1.3E-16,15906.22,15916.2
360523,Q9UHP9,5E-33,7.6E-26,1120,17%,1,1.5E-16,9595,9601.06
1449,P23527,5.3E-33,8E-26,120.2,22%,1,1.6E-16,13766.52,13774.95
259089,P69905,6.1E-33,9.3E-26,3.01,16%,4,1.7E-16,15196.85,15206.34
14920,P09669,8.4E-33,1.3E-25,512.5,27%,1,2.1E-16,8775.69,8781.44
5692648,P12883,1.5E-73,6.4E-66,484.9,74%,1,2.3E-16,4936.58,18.02
199611,Q9UII2-1,2.1E-73,8.7E-66,529.9,47%,1,2.5E-16,7882.12,18.02
452858,P17661,2.6E-73,1.1E-65,954.5,43%,1,2.6E-16,6000.01,18.02
4933273,P68871,1.3E-32,2E-25,15.87,19%,4,2.8E-16,15915.18,15925.14
70236,P68871,1.4E-32,2.2E-25,39.6,18%,4,2.9E-16,15966.21,15976.2
1764,Q93079,1.5E-32,2.3E-25,306.3,23%,1,3E-16,13752.5,13760.92
5692641,P10916,4.8E-73,2E-65,770.8,47%,1,3.1E-16,9499.74,18.02
1819,Q9NS69,1.8E-32,2.7E-25,1878,13%,1,3.4E-16,15422.75,15432.47
1156,O75347-1,1.8E-32,2.8E-25,498.4,19%,1,3.4E-16,12757.68,12765.68
5043698,P30049,2.1E-32,3.3E-25,1575,12%,1,3.8E-16,15068.78,15078.01
16751,P69905,2.4E-32,3.7E-25,32.24,18%,4,4.1E-16,15289.94,15299.59
5698189,P63316,2.4E-32,3.7E-25,850.8,14%,1,4.1E-16,18531.63,18543.69
